Date,River_System,pH_Level,Temperature,Lead,Mercury,Arsenic,Nitrates,Phosphates,Dissolved_Oxygen
2018-01-01,Amazon,7.030014651864355,19.136212159967606,2.5004005418524593,0.4654539598769278,3.578886211889387,11.627614148468934,0.5221674878209089,7.830196309659563
2018-01-01,Nile,7.421765705700693,21.40682416713984,3.469443206907507,0.8597160932511763,5.352155230482867,10.538170860968831,0.5104654405864143,8.13032753181002
2018-01-01,Yangtze,7.133612156830097,18.419901594079672,3.8069350894652216,0.8240845244546029,5.277813891549874,7.865033102444842,0.5850961264428621,8.120873859125373
2018-01-01,Mississippi,7.86300120265176,18.014870998380022,3.438130786702042,0.5005969950776005,3.4738805443768364,11.143067994618555,0.43824816629903124,6.853816114822721
2018-01-01,Danube,7.527685580782476,16.62228863708926,2.188209523106324,0.4241781702293345,2.454209177986797,8.04346670540443,0.422243600464946,8.197924864371688
2018-01-08,Amazon,6.816453010439076,20.009290037841467,2.3176950949636046,0.46853354006704856,2.779205459578342,14.375100555916472,,8.801351718251526
2018-01-08,Nile,7.713233689698344,19.385417494314037,3.2810718837086803,,2.9695431709994704,8.043222148601961,0.40007476148226817,7.887773250527745
2018-01-08,Yangtze,6.997986982107809,17.46012330446767,5.077893072989423,0.6689689253271148,6.103827635084125,9.05840311239705,0.6673038597945629,6.697804965128691
2018-01-08,Mississippi,8.053053970994855,20.636471446475767,4.15014255278114,0.629782000280635,3.154285352491679,8.761829065002505,0.5625624403226471,8.981253296774508
2018-01-08,Danube,7.552935017724412,22.52119013338783,2.7799189919289757,0.3144519002639032,2.232550389051279,10.50859866549132,0.5348268044682186,10.050781729373707
2018-01-15,Amazon,7.160033178750688,19.441651528402833,1.8033507284230865,0.5718401117780559,2.600601348026816,8.143918376089223,0.5815811603280884,9.10724595364492
2018-01-15,Nile,7.6691342592552365,21.467573092555014,4.018444527428775,0.8081073287841581,4.049176920025267,11.102846474953251,0.4446465776695718,9.536488217388086
2018-01-15,Yangtze,7.051169406110016,21.33268470478995,4.855447706826113,0.6710645933822729,4.176781166723779,14.47934971525925,0.41287157603898395,7.116141319559534
2018-01-15,Mississippi,7.834896627591644,19.95230171707203,3.7794365013221554,0.4936403769992918,3.8619904321469383,8.946156499446316,0.579336553981808,5.769707605508519
2018-01-15,Danube,6.956650893586758,24.40818455863293,2.40958340221098,0.2923553659933054,2.4487443758319993,10.080141948224947,0.5585438048504169,7.626651938299202
2018-01-22,Amazon,6.907534381282925,24.33457767451102,2.4823253781497643,,3.027437405985919,7.010796701671877,0.5638108759581547,7.781846636314815
2018-01-22,Nile,7.793534852431762,23.2783171347255,2.4417713876051437,0.6862038618447991,3.6029105250445737,8.095009210088564,0.4011473101327114,7.669592612697538
2018-01-22,Yangtze,7.363767521062326,25.43061289543596,4.135936018182116,0.7178797748791409,4.460989310053966,13.734313905699073,0.5626993145045676,8.853330415189433
2018-01-22,Mississippi,8.087496585900933,19.786512227130434,3.4059629192951952,,3.28616779100896,10.83259531605948,0.39027628603932313,6.678503162334944
2018-01-22,Danube,7.582202180154454,27.171889288619376,1.7578510538093175,0.2326585751310916,2.028508829265144,11.76945522305979,,6.92969543280131
2018-01-29,Amazon,7.096385868356086,21.684036088653336,1.583153923396521,0.5559380527036024,3.3673640069687227,12.674795797282798,0.5536408232280854,8.267114558633173
2018-01-29,Nile,7.713934091617235,21.66745982515544,2.436733934487855,0.8689402832362321,4.391624606687395,13.053866853059198,0.6167498621777278,10.016660005819915
2018-01-29,Yangtze,7.261829353348927,22.822284715745106,3.8539676067356314,0.9428095563483145,3.985367475317102,11.77244673975641,0.4910181724511711,6.998331562290311
2018-01-29,Mississippi,7.744692079409071,21.959663035120613,3.883064790485628,0.5734282095766322,3.3917960388134687,6.549353166905571,0.5754019622968798,7.852986516831944
2018-01-29,Danube,7.2874912461676455,21.878498387853643,2.061511551256975,0.35420465899541487,2.5032602212866477,10.151638303036204,0.4104476785401407,8.207579438952006
2018-02-05,Amazon,7.0164635521738985,20.206892656255803,2.8128291982563236,0.5989969630913412,3.297568666581232,7.7338866454738255,0.2777557598375984,8.478571884452881
